#session,step,active_part,passive_part,action,msg_content,msg_type
2,0,charlie,alice,received,alice;@5442a311,javax.crypto.SealedObject
2,0,charlie,-,eq_check,alice,java.lang.String.toString
2,1,charlie,-,AnBx_Params,alice;@1593948d,anbxj.AnBx_Params
2,1,charlie,bob,sent,alice;@1593948d,javax.crypto.SealedObject
2,1,bob,charlie,received,alice;@1593948d,javax.crypto.SealedObject
2,1,bob,-,AnBx_Params,X1;X6,anbxj.AnBx_Params
2,1,bob,-,inv_check,X6,anbxj.Crypto_ByteArray.toString
2,1,bob,-,eq_check,alice,java.lang.String.toString
2,2,bob,-,generateNumber,X7,anbxj.Crypto_ByteArray
2,2,bob,-,generateNumber,X8,anbxj.Crypto_ByteArray
2,2,bob,-,AnBx_Params,X9;X8,anbxj.AnBx_Params
2,2,bob,charlie,sent,@26be92ad,javax.crypto.SealedObject
2,2,charlie,bob,received,@26be92ad,javax.crypto.SealedObject
2,2,charlie,-,inv_check,@5c7fa833,javax.crypto.SealedObject.toString
2,2,charlie,-,inv_check,@1593948d,javax.crypto.SealedObject.toString
2,3,charlie,alice,sent,@5c7fa833,javax.crypto.SealedObject
2,3,alice,charlie,received,@5c7fa833,javax.crypto.SealedObject
2,3,alice,-,eq_check,X9,anbxj.Crypto_ByteArray.toString
2,4,alice,charlie,sent,@4dfa3a9d,javax.crypto.SealedObject
2,4,charlie,alice,received,@4dfa3a9d,javax.crypto.SealedObject
2,4,charlie,-,inv_check,@4678c730,javax.crypto.SealedObject.toString
2,5,charlie,bob,sent,@4678c730,javax.crypto.SealedObject
2,5,bob,charlie,received,@4678c730,javax.crypto.SealedObject
2,5,bob,-,eq_check,X10,anbxj.Crypto_ByteArray.toString
2,6,bob,charlie,sent,@61832929,javax.crypto.SealedObject
2,6,charlie,bob,received,@61832929,javax.crypto.SealedObject
2,6,charlie,-,inv_check,@c038203,javax.crypto.SealedObject.toString
2,7,charlie,alice,sent,@675d3402,javax.crypto.SealedObject
2,7,alice,charlie,received,@675d3402,javax.crypto.SealedObject
2,7,alice,-,inv_check,X8,anbxj.Crypto_ByteArray.toString
2,7,alice,-,inv_check,X2,anbxj.Crypto_ByteArray.toString
3,0,alice,-,eq_check,alice!,java.lang.String.toString
3,0,alice,-,generateNumber,X11,anbxj.Crypto_ByteArray
3,0,alice,-,AnBx_Params,X1;X11,anbxj.AnBx_Params
3,0,alice,-,AnBx_Params,alice;@5f341870,anbxj.AnBx_Params
3,0,alice,charlie,sent,alice;@5f341870,javax.crypto.SealedObject
3,0,charlie,-,eq_check,charlie!,java.lang.String.toString
3,0,charlie,-,eq_check,charlie!,java.lang.String.toString
3,0,charlie,alice,received,alice;@5f341870,javax.crypto.SealedObject
3,0,charlie,-,eq_check,alice,java.lang.String.toString
3,1,charlie,-,AnBx_Params,alice;@cc285f4,anbxj.AnBx_Params
3,1,charlie,bob,sent,alice;@cc285f4,javax.crypto.SealedObject
3,1,bob,charlie,received,alice;@cc285f4,javax.crypto.SealedObject
3,1,bob,-,AnBx_Params,X1;X11,anbxj.AnBx_Params
3,1,bob,-,inv_check,X11,anbxj.Crypto_ByteArray.toString
3,1,bob,-,eq_check,alice,java.lang.String.toString
3,2,bob,-,generateNumber,X12,anbxj.Crypto_ByteArray
3,2,bob,-,generateNumber,X13,anbxj.Crypto_ByteArray
3,2,bob,-,AnBx_Params,X14;X13,anbxj.AnBx_Params
3,2,bob,charlie,sent,@47c62251,javax.crypto.SealedObject
3,2,charlie,bob,received,@47c62251,javax.crypto.SealedObject
3,2,charlie,-,inv_check,@4b9e13df,javax.crypto.SealedObject.toString
3,2,charlie,-,inv_check,@cc285f4,javax.crypto.SealedObject.toString
3,3,charlie,alice,sent,@4b9e13df,javax.crypto.SealedObject
3,3,alice,charlie,received,@4b9e13df,javax.crypto.SealedObject
3,3,alice,-,eq_check,X14,anbxj.Crypto_ByteArray.toString
3,4,alice,charlie,sent,@4cf777e8,javax.crypto.SealedObject
3,4,charlie,alice,received,@4cf777e8,javax.crypto.SealedObject
3,4,charlie,-,inv_check,@1d057a39,javax.crypto.SealedObject.toString
3,5,charlie,bob,sent,@1d057a39,javax.crypto.SealedObject
3,5,bob,charlie,received,@1d057a39,javax.crypto.SealedObject
3,5,bob,-,eq_check,X15,anbxj.Crypto_ByteArray.toString
3,6,bob,charlie,sent,@1bce4f0a,javax.crypto.SealedObject
3,6,charlie,bob,received,@1bce4f0a,javax.crypto.SealedObject
3,6,charlie,-,inv_check,@224edc67,javax.crypto.SealedObject.toString
3,7,charlie,alice,sent,@675d3402,javax.crypto.SealedObject
3,7,alice,charlie,received,@675d3402,javax.crypto.SealedObject
3,7,alice,-,inv_check,X13,anbxj.Crypto_ByteArray.toString
3,7,alice,-,inv_check,X2,anbxj.Crypto_ByteArray.toString
4,0,alice,-,eq_check,alice!,java.lang.String.toString
4,0,alice,-,generateNumber,X16,anbxj.Crypto_ByteArray
4,0,alice,-,AnBx_Params,X1;X16,anbxj.AnBx_Params
4,0,alice,-,AnBx_Params,alice;@5bcab519,anbxj.AnBx_Params
4,0,alice,charlie,sent,alice;@5bcab519,javax.crypto.SealedObject
4,0,charlie,-,eq_check,charlie!,java.lang.String.toString
4,0,charlie,-,eq_check,charlie!,java.lang.String.toString
4,0,charlie,alice,received,alice;@5bcab519,javax.crypto.SealedObject
4,0,charlie,-,eq_check,alice,java.lang.String.toString
4,1,charlie,-,AnBx_Params,alice;@14acaea5,anbxj.AnBx_Params
4,1,charlie,bob,sent,alice;@14acaea5,javax.crypto.SealedObject
4,1,bob,charlie,received,alice;@14acaea5,javax.crypto.SealedObject
4,1,bob,-,AnBx_Params,X1;X16,anbxj.AnBx_Params
4,1,bob,-,inv_check,X16,anbxj.Crypto_ByteArray.toString
4,1,bob,-,eq_check,alice,java.lang.String.toString
4,2,bob,-,generateNumber,X17,anbxj.Crypto_ByteArray
4,2,bob,-,generateNumber,X18,anbxj.Crypto_ByteArray
4,2,bob,-,AnBx_Params,X19;X18,anbxj.AnBx_Params
4,2,bob,charlie,sent,@5622fdf,javax.crypto.SealedObject
4,2,charlie,bob,received,@5622fdf,javax.crypto.SealedObject
4,2,charlie,-,inv_check,@4501b7af,javax.crypto.SealedObject.toString
4,2,charlie,-,inv_check,@14acaea5,javax.crypto.SealedObject.toString
4,3,charlie,alice,sent,@4501b7af,javax.crypto.SealedObject
4,3,alice,charlie,received,@4501b7af,javax.crypto.SealedObject
4,3,alice,-,eq_check,X19,anbxj.Crypto_ByteArray.toString
4,4,alice,charlie,sent,@72d818d1,javax.crypto.SealedObject
4,4,charlie,alice,received,@72d818d1,javax.crypto.SealedObject
4,4,charlie,-,inv_check,@61832929,javax.crypto.SealedObject.toString
4,5,charlie,bob,sent,@61832929,javax.crypto.SealedObject
4,5,bob,charlie,received,@61832929,javax.crypto.SealedObject
4,5,bob,-,eq_check,X20,anbxj.Crypto_ByteArray.toString
4,6,bob,charlie,sent,@343f4d3d,javax.crypto.SealedObject
4,6,charlie,bob,received,@343f4d3d,javax.crypto.SealedObject
4,6,charlie,-,inv_check,@3532ec19,javax.crypto.SealedObject.toString
4,7,charlie,alice,sent,@675d3402,javax.crypto.SealedObject
4,7,alice,charlie,received,@675d3402,javax.crypto.SealedObject
4,7,alice,-,inv_check,X18,anbxj.Crypto_ByteArray.toString
4,7,alice,-,inv_check,X2,anbxj.Crypto_ByteArray.toString
5,0,alice,-,eq_check,alice!,java.lang.String.toString
5,0,alice,-,generateNumber,X21,anbxj.Crypto_ByteArray
5,0,alice,-,AnBx_Params,X1;X21,anbxj.AnBx_Params
5,0,alice,-,AnBx_Params,alice;@4566e5bd,anbxj.AnBx_Params
5,0,alice,charlie,sent,alice;@4566e5bd,javax.crypto.SealedObject
5,0,charlie,-,eq_check,charlie!,java.lang.String.toString
5,0,charlie,-,eq_check,charlie!,java.lang.String.toString
5,0,charlie,alice,received,alice;@4566e5bd,javax.crypto.SealedObject
5,0,charlie,-,eq_check,alice,java.lang.String.toString
5,1,charlie,-,AnBx_Params,alice;@68c4039c,anbxj.AnBx_Params
5,1,charlie,bob,sent,alice;@68c4039c,javax.crypto.SealedObject
5,1,bob,charlie,received,alice;@68c4039c,javax.crypto.SealedObject
5,1,bob,-,AnBx_Params,X1;X21,anbxj.AnBx_Params
5,1,bob,-,inv_check,X21,anbxj.Crypto_ByteArray.toString
5,1,bob,-,eq_check,alice,java.lang.String.toString
5,2,bob,-,generateNumber,X22,anbxj.Crypto_ByteArray
5,2,bob,-,generateNumber,X23,anbxj.Crypto_ByteArray
5,2,bob,-,AnBx_Params,X24;X23,anbxj.AnBx_Params
5,2,bob,charlie,sent,@4dfa3a9d,javax.crypto.SealedObject
5,2,charlie,bob,received,@4dfa3a9d,javax.crypto.SealedObject
5,2,charlie,-,inv_check,@47c62251,javax.crypto.SealedObject.toString
5,2,charlie,-,inv_check,@68c4039c,javax.crypto.SealedObject.toString
5,3,charlie,alice,sent,@47c62251,javax.crypto.SealedObject
5,3,alice,charlie,received,@47c62251,javax.crypto.SealedObject
5,3,alice,-,eq_check,X24,anbxj.Crypto_ByteArray.toString
5,4,alice,charlie,sent,@4bec1f0c,javax.crypto.SealedObject
5,4,charlie,alice,received,@4bec1f0c,javax.crypto.SealedObject
5,4,charlie,-,inv_check,@77caeb3e,javax.crypto.SealedObject.toString
5,5,charlie,bob,sent,@77caeb3e,javax.crypto.SealedObject
5,5,bob,charlie,received,@77caeb3e,javax.crypto.SealedObject
5,5,bob,-,eq_check,X25,anbxj.Crypto_ByteArray.toString
5,6,bob,charlie,sent,@57fffcd7,javax.crypto.SealedObject
5,6,charlie,bob,received,@57fffcd7,javax.crypto.SealedObject
5,6,charlie,-,inv_check,@3bfdc050,javax.crypto.SealedObject.toString
5,7,charlie,alice,sent,@675d3402,javax.crypto.SealedObject
5,7,alice,charlie,received,@675d3402,javax.crypto.SealedObject
5,7,alice,-,inv_check,X23,anbxj.Crypto_ByteArray.toString
5,7,alice,-,inv_check,X2,anbxj.Crypto_ByteArray.toString
6,0,alice,-,eq_check,alice!,java.lang.String.toString
6,0,alice,-,generateNumber,X26,anbxj.Crypto_ByteArray
6,0,alice,-,AnBx_Params,X1;X26,anbxj.AnBx_Params
6,0,alice,-,AnBx_Params,alice;@192b07fd,anbxj.AnBx_Params
6,0,alice,charlie,sent,alice;@192b07fd,javax.crypto.SealedObject
6,0,charlie,-,eq_check,charlie!,java.lang.String.toString
6,0,charlie,-,eq_check,charlie!,java.lang.String.toString
6,0,charlie,alice,received,alice;@192b07fd,javax.crypto.SealedObject
6,0,charlie,-,eq_check,alice,java.lang.String.toString
6,1,charlie,-,AnBx_Params,alice;@1bce4f0a,anbxj.AnBx_Params
6,1,charlie,bob,sent,alice;@1bce4f0a,javax.crypto.SealedObject
6,1,bob,charlie,received,alice;@1bce4f0a,javax.crypto.SealedObject
6,1,bob,-,AnBx_Params,X1;X26,anbxj.AnBx_Params
6,1,bob,-,inv_check,X26,anbxj.Crypto_ByteArray.toString
6,1,bob,-,eq_check,alice,java.lang.String.toString
6,2,bob,-,generateNumber,X27,anbxj.Crypto_ByteArray
6,2,bob,-,generateNumber,X28,anbxj.Crypto_ByteArray
6,2,bob,-,AnBx_Params,X29;X28,anbxj.AnBx_Params
6,2,bob,charlie,sent,@6500df86,javax.crypto.SealedObject
6,2,charlie,bob,received,@6500df86,javax.crypto.SealedObject
6,2,charlie,-,inv_check,@6a4f787b,javax.crypto.SealedObject.toString
6,2,charlie,-,inv_check,@1bce4f0a,javax.crypto.SealedObject.toString
6,3,charlie,alice,sent,@6a4f787b,javax.crypto.SealedObject
6,3,alice,charlie,received,@6a4f787b,javax.crypto.SealedObject
6,3,alice,-,eq_check,X29,anbxj.Crypto_ByteArray.toString
6,4,alice,charlie,sent,@617faa95,javax.crypto.SealedObject
6,4,charlie,alice,received,@617faa95,javax.crypto.SealedObject
6,4,charlie,-,inv_check,@7cd62f43,javax.crypto.SealedObject.toString
6,5,charlie,bob,sent,@7cd62f43,javax.crypto.SealedObject
6,5,bob,charlie,received,@7cd62f43,javax.crypto.SealedObject
6,5,bob,-,eq_check,X30,anbxj.Crypto_ByteArray.toString
6,6,bob,charlie,sent,@7085bdee,javax.crypto.SealedObject
6,6,charlie,bob,received,@7085bdee,javax.crypto.SealedObject
6,6,charlie,-,inv_check,@5622fdf,javax.crypto.SealedObject.toString
6,7,charlie,alice,sent,@5622fdf,javax.crypto.SealedObject
6,7,alice,charlie,received,@5622fdf,javax.crypto.SealedObject
6,7,alice,-,inv_check,X28,anbxj.Crypto_ByteArray.toString
6,7,alice,-,inv_check,X27,anbxj.Crypto_ByteArray.toString
7,0,alice,-,eq_check,alice!,java.lang.String.toString
7,0,alice,-,generateNumber,X31,anbxj.Crypto_ByteArray
7,0,alice,-,AnBx_Params,X1;X31,anbxj.AnBx_Params
7,0,alice,-,AnBx_Params,alice;@21213b92,anbxj.AnBx_Params
7,0,alice,charlie,sent,alice;@21213b92,javax.crypto.SealedObject
7,0,charlie,-,eq_check,charlie!,java.lang.String.toString
7,0,charlie,-,eq_check,charlie!,java.lang.String.toString
7,0,charlie,alice,received,alice;@21213b92,javax.crypto.SealedObject
7,0,charlie,-,eq_check,alice,java.lang.String.toString
7,1,charlie,-,AnBx_Params,alice;@39c0f4a,anbxj.AnBx_Params
7,1,charlie,bob,sent,alice;@39c0f4a,javax.crypto.SealedObject
7,1,bob,charlie,received,alice;@39c0f4a,javax.crypto.SealedObject
7,1,bob,-,AnBx_Params,X1;X31,anbxj.AnBx_Params
7,1,bob,-,inv_check,X31,anbxj.Crypto_ByteArray.toString
7,1,bob,-,eq_check,alice,java.lang.String.toString
7,2,bob,-,generateNumber,X32,anbxj.Crypto_ByteArray
7,2,bob,-,generateNumber,X33,anbxj.Crypto_ByteArray
7,2,bob,-,AnBx_Params,X34;X33,anbxj.AnBx_Params
7,2,bob,charlie,sent,@56ac3a89,javax.crypto.SealedObject
7,2,charlie,bob,received,@56ac3a89,javax.crypto.SealedObject
7,2,charlie,-,inv_check,@53b32d7,javax.crypto.SealedObject.toString
7,2,charlie,-,inv_check,@39c0f4a,javax.crypto.SealedObject.toString
7,3,charlie,alice,sent,@53b32d7,javax.crypto.SealedObject
7,3,alice,charlie,received,@53b32d7,javax.crypto.SealedObject
7,3,alice,-,eq_check,X34,anbxj.Crypto_ByteArray.toString
7,4,alice,charlie,sent,@4fe3c938,javax.crypto.SealedObject
7,4,charlie,alice,received,@4fe3c938,javax.crypto.SealedObject
7,4,charlie,-,inv_check,@1a968a59,javax.crypto.SealedObject.toString
7,5,charlie,bob,sent,@1a968a59,javax.crypto.SealedObject
7,5,bob,charlie,received,@1a968a59,javax.crypto.SealedObject
7,5,bob,-,eq_check,X35,anbxj.Crypto_ByteArray.toString
7,6,bob,charlie,sent,@cb644e,javax.crypto.SealedObject
7,6,charlie,bob,received,@cb644e,javax.crypto.SealedObject
7,6,charlie,-,inv_check,@204f30ec,javax.crypto.SealedObject.toString
7,7,charlie,alice,sent,@5622fdf,javax.crypto.SealedObject
7,7,alice,charlie,received,@5622fdf,javax.crypto.SealedObject
7,7,alice,-,inv_check,X33,anbxj.Crypto_ByteArray.toString
7,7,alice,-,inv_check,X27,anbxj.Crypto_ByteArray.toString
8,0,alice,-,eq_check,alice!,java.lang.String.toString
8,0,alice,-,generateNumber,X36,anbxj.Crypto_ByteArray
8,0,alice,-,AnBx_Params,X1;X36,anbxj.AnBx_Params
8,0,alice,-,AnBx_Params,alice;@5abca1e0,anbxj.AnBx_Params
8,0,alice,charlie,sent,alice;@5abca1e0,javax.crypto.SealedObject
8,0,charlie,-,eq_check,charlie!,java.lang.String.toString
8,0,charlie,-,eq_check,charlie!,java.lang.String.toString
8,0,charlie,alice,received,alice;@5abca1e0,javax.crypto.SealedObject
8,0,charlie,-,eq_check,alice,java.lang.String.toString
8,1,charlie,-,AnBx_Params,alice;@e25b2fe,anbxj.AnBx_Params
8,1,charlie,bob,sent,alice;@e25b2fe,javax.crypto.SealedObject
8,1,bob,charlie,received,alice;@e25b2fe,javax.crypto.SealedObject
8,1,bob,-,AnBx_Params,X1;X36,anbxj.AnBx_Params
8,1,bob,-,inv_check,X36,anbxj.Crypto_ByteArray.toString
8,1,bob,-,eq_check,alice,java.lang.String.toString
8,2,bob,-,generateNumber,X37,anbxj.Crypto_ByteArray
8,2,bob,-,generateNumber,X38,anbxj.Crypto_ByteArray
8,2,bob,-,AnBx_Params,X39;X38,anbxj.AnBx_Params
8,2,bob,charlie,sent,@29ca901e,javax.crypto.SealedObject
8,2,charlie,bob,received,@29ca901e,javax.crypto.SealedObject
8,2,charlie,-,inv_check,@464bee09,javax.crypto.SealedObject.toString
8,2,charlie,-,inv_check,@e25b2fe,javax.crypto.SealedObject.toString
8,3,charlie,alice,sent,@464bee09,javax.crypto.SealedObject
8,3,alice,charlie,received,@464bee09,javax.crypto.SealedObject
8,3,alice,-,eq_check,X39,anbxj.Crypto_ByteArray.toString
8,4,alice,charlie,sent,@63753b6d,javax.crypto.SealedObject
8,4,charlie,alice,received,@63753b6d,javax.crypto.SealedObject
8,4,charlie,-,inv_check,@239963d8,javax.crypto.SealedObject.toString
8,5,charlie,bob,sent,@239963d8,javax.crypto.SealedObject
8,5,bob,charlie,received,@239963d8,javax.crypto.SealedObject
8,5,bob,-,eq_check,X40,anbxj.Crypto_ByteArray.toString
8,6,bob,charlie,sent,@64bf3bbf,javax.crypto.SealedObject
8,6,charlie,bob,received,@64bf3bbf,javax.crypto.SealedObject
8,6,charlie,-,inv_check,@31ef45e3,javax.crypto.SealedObject.toString
8,7,charlie,alice,sent,@5622fdf,javax.crypto.SealedObject
8,7,alice,charlie,received,@5622fdf,javax.crypto.SealedObject
8,7,alice,-,inv_check,X38,anbxj.Crypto_ByteArray.toString
8,7,alice,-,inv_check,X27,anbxj.Crypto_ByteArray.toString
9,0,alice,-,eq_check,alice!,java.lang.String.toString
9,0,alice,-,generateNumber,X41,anbxj.Crypto_ByteArray
9,0,alice,-,AnBx_Params,X1;X41,anbxj.AnBx_Params
9,0,alice,-,AnBx_Params,alice;@185d8b6,anbxj.AnBx_Params
9,0,alice,charlie,sent,alice;@185d8b6,javax.crypto.SealedObject
9,0,charlie,-,eq_check,charlie!,java.lang.String.toString
9,0,charlie,-,eq_check,charlie!,java.lang.String.toString
9,0,charlie,alice,received,alice;@185d8b6,javax.crypto.SealedObject
9,0,charlie,-,eq_check,alice,java.lang.String.toString
9,1,charlie,-,AnBx_Params,alice;@598067a5,anbxj.AnBx_Params
9,1,charlie,bob,sent,alice;@598067a5,javax.crypto.SealedObject
9,1,bob,charlie,received,alice;@598067a5,javax.crypto.SealedObject
9,1,bob,-,AnBx_Params,X1;X41,anbxj.AnBx_Params
9,1,bob,-,inv_check,X41,anbxj.Crypto_ByteArray.toString
9,1,bob,-,eq_check,alice,java.lang.String.toString
9,2,bob,-,generateNumber,X42,anbxj.Crypto_ByteArray
9,2,bob,-,generateNumber,X43,anbxj.Crypto_ByteArray
9,2,bob,-,AnBx_Params,X44;X43,anbxj.AnBx_Params
9,2,bob,charlie,sent,@3c0f93f1,javax.crypto.SealedObject
9,2,charlie,bob,received,@3c0f93f1,javax.crypto.SealedObject
9,2,charlie,-,inv_check,@4f7d0008,javax.crypto.SealedObject.toString
9,2,charlie,-,inv_check,@598067a5,javax.crypto.SealedObject.toString
9,3,charlie,alice,sent,@4f7d0008,javax.crypto.SealedObject
9,3,alice,charlie,received,@4f7d0008,javax.crypto.SealedObject
9,3,alice,-,eq_check,X44,anbxj.Crypto_ByteArray.toString
9,4,alice,charlie,sent,@5a8e6209,javax.crypto.SealedObject
9,4,charlie,alice,received,@5a8e6209,javax.crypto.SealedObject
9,4,charlie,-,inv_check,@42dafa95,javax.crypto.SealedObject.toString
9,5,charlie,bob,sent,@42dafa95,javax.crypto.SealedObject
9,5,bob,charlie,received,@42dafa95,javax.crypto.SealedObject
9,5,bob,-,eq_check,X45,anbxj.Crypto_ByteArray.toString
9,6,bob,charlie,sent,@3327bd23,javax.crypto.SealedObject
9,6,charlie,bob,received,@3327bd23,javax.crypto.SealedObject
9,6,charlie,-,inv_check,@59ec2012,javax.crypto.SealedObject.toString
9,7,charlie,alice,sent,@59ec2012,javax.crypto.SealedObject
9,7,alice,charlie,received,@59ec2012,javax.crypto.SealedObject
9,7,alice,-,inv_check,X43,anbxj.Crypto_ByteArray.toString
9,7,alice,-,inv_check,X42,anbxj.Crypto_ByteArray.toString
10,0,alice,-,eq_check,alice!,java.lang.String.toString
10,0,alice,-,generateNumber,X46,anbxj.Crypto_ByteArray
10,0,alice,-,AnBx_Params,X1;X46,anbxj.AnBx_Params
10,0,alice,-,AnBx_Params,alice;@1d16f93d,anbxj.AnBx_Params
10,0,alice,charlie,sent,alice;@1d16f93d,javax.crypto.SealedObject
10,0,charlie,-,eq_check,charlie!,java.lang.String.toString
10,0,charlie,-,eq_check,charlie!,java.lang.String.toString
10,0,charlie,alice,received,alice;@1d16f93d,javax.crypto.SealedObject
10,0,charlie,-,eq_check,alice,java.lang.String.toString
10,1,charlie,-,AnBx_Params,alice;@3fee9989,anbxj.AnBx_Params
10,1,charlie,bob,sent,alice;@3fee9989,javax.crypto.SealedObject
10,1,bob,charlie,received,alice;@3fee9989,javax.crypto.SealedObject
10,1,bob,-,AnBx_Params,X1;X46,anbxj.AnBx_Params
10,1,bob,-,inv_check,X46,anbxj.Crypto_ByteArray.toString
10,1,bob,-,eq_check,alice,java.lang.String.toString
10,2,bob,-,generateNumber,X47,anbxj.Crypto_ByteArray
10,2,bob,-,generateNumber,X48,anbxj.Crypto_ByteArray
10,2,bob,-,AnBx_Params,X49;X48,anbxj.AnBx_Params
10,2,bob,charlie,sent,@20398b7c,javax.crypto.SealedObject
10,2,charlie,bob,received,@20398b7c,javax.crypto.SealedObject
10,2,charlie,-,inv_check,@6fd02e5,javax.crypto.SealedObject.toString
10,2,charlie,-,inv_check,@3fee9989,javax.crypto.SealedObject.toString
10,3,charlie,alice,sent,@6fd02e5,javax.crypto.SealedObject
10,3,alice,charlie,received,@6fd02e5,javax.crypto.SealedObject
10,3,alice,-,eq_check,X49,anbxj.Crypto_ByteArray.toString
10,4,alice,charlie,sent,@5b87ed94,javax.crypto.SealedObject
10,4,charlie,alice,received,@5b87ed94,javax.crypto.SealedObject
10,4,charlie,-,inv_check,@5f2108b5,javax.crypto.SealedObject.toString
10,5,charlie,bob,sent,@5f2108b5,javax.crypto.SealedObject
10,5,bob,charlie,received,@5f2108b5,javax.crypto.SealedObject
10,5,bob,-,eq_check,X50,anbxj.Crypto_ByteArray.toString
10,6,bob,charlie,sent,@6d7b4f4c,javax.crypto.SealedObject
10,6,charlie,bob,received,@6d7b4f4c,javax.crypto.SealedObject
10,6,charlie,-,inv_check,@1e397ed7,javax.crypto.SealedObject.toString
10,7,charlie,alice,sent,@1e397ed7,javax.crypto.SealedObject
10,7,alice,charlie,received,@1e397ed7,javax.crypto.SealedObject
10,7,alice,-,inv_check,X48,anbxj.Crypto_ByteArray.toString
10,7,alice,-,inv_check,X47,anbxj.Crypto_ByteArray.toString
