#session,step,active_part,passive_part,action,msg_content,msg_type
2,3,charlie,alice,sent,@6d78f375,javax.crypto.SealedObject
2,3,alice,charlie,received,@6d78f375,javax.crypto.SealedObject
2,3,alice,-,inv_check,X7,anbxj.Crypto_ByteArray.toString
2,3,alice,-,inv_check,X6,anbxj.Crypto_ByteArray.toString
2,3,alice,-,eq_check,alice,java.lang.String.toString
3,0,alice,-,eq_check,alice!,java.lang.String.toString
3,0,alice,-,generateNumber,X8,anbxj.Crypto_ByteArray
3,0,alice,-,generateNumber,X9,anbxj.Crypto_ByteArray
3,0,alice,-,AnBx_Params,X9;bob;X8,anbxj.AnBx_Params
3,0,alice,charlie,sent,@6d4b1c02,javax.crypto.SealedObject
3,0,charlie,-,eq_check,charlie!,java.lang.String.toString
3,0,charlie,-,eq_check,charlie!,java.lang.String.toString
3,0,charlie,alice,received,@6d4b1c02,javax.crypto.SealedObject
3,0,charlie,-,inv_check,@1810399e,javax.crypto.SealedObject.toString
3,1,charlie,bob,sent,@6d8a00e3,javax.crypto.SealedObject
3,1,bob,charlie,received,@6d8a00e3,javax.crypto.SealedObject
3,1,bob,-,inv_check,X5,anbxj.Crypto_ByteArray.toString
3,1,bob,-,inv_check,X4,anbxj.Crypto_ByteArray.toString
3,1,bob,-,eq_check,bob,java.lang.String.toString
3,2,bob,-,generateNumber,X10,anbxj.Crypto_ByteArray
3,2,bob,-,generateNumber,X11,anbxj.Crypto_ByteArray
3,2,bob,-,AnBx_Params,X11;alice;X10,anbxj.AnBx_Params
3,2,bob,charlie,sent,@1a968a59,javax.crypto.SealedObject
3,2,charlie,bob,received,@1a968a59,javax.crypto.SealedObject
3,2,charlie,-,inv_check,@32d992b2,javax.crypto.SealedObject.toString
3,3,charlie,alice,sent,@32d992b2,javax.crypto.SealedObject
3,3,alice,charlie,received,@32d992b2,javax.crypto.SealedObject
3,3,alice,-,inv_check,X11,anbxj.Crypto_ByteArray.toString
3,3,alice,-,inv_check,X10,anbxj.Crypto_ByteArray.toString
3,3,alice,-,eq_check,alice,java.lang.String.toString
4,0,alice,-,eq_check,alice!,java.lang.String.toString
4,0,alice,-,generateNumber,X12,anbxj.Crypto_ByteArray
4,0,alice,-,generateNumber,X13,anbxj.Crypto_ByteArray
4,0,alice,-,AnBx_Params,X13;bob;X12,anbxj.AnBx_Params
4,0,alice,charlie,sent,@5442a311,javax.crypto.SealedObject
4,0,charlie,-,eq_check,charlie!,java.lang.String.toString
4,0,charlie,-,eq_check,charlie!,java.lang.String.toString
4,0,charlie,alice,received,@5442a311,javax.crypto.SealedObject
4,0,charlie,-,inv_check,@5dfcfece,javax.crypto.SealedObject.toString
4,1,charlie,bob,sent,@5dfcfece,javax.crypto.SealedObject
4,1,bob,charlie,received,@5dfcfece,javax.crypto.SealedObject
4,1,bob,-,inv_check,X13,anbxj.Crypto_ByteArray.toString
4,1,bob,-,inv_check,X12,anbxj.Crypto_ByteArray.toString
4,1,bob,-,eq_check,bob,java.lang.String.toString
4,2,bob,-,generateNumber,X14,anbxj.Crypto_ByteArray
4,2,bob,-,generateNumber,X15,anbxj.Crypto_ByteArray
4,2,bob,-,AnBx_Params,X15;alice;X14,anbxj.AnBx_Params
4,2,bob,charlie,sent,@31ef45e3,javax.crypto.SealedObject
4,2,charlie,bob,received,@31ef45e3,javax.crypto.SealedObject
4,2,charlie,-,inv_check,@56f4468b,javax.crypto.SealedObject.toString
4,3,charlie,alice,sent,@56f4468b,javax.crypto.SealedObject
4,3,alice,charlie,received,@56f4468b,javax.crypto.SealedObject
4,3,alice,-,inv_check,X15,anbxj.Crypto_ByteArray.toString
4,3,alice,-,inv_check,X14,anbxj.Crypto_ByteArray.toString
4,3,alice,-,eq_check,alice,java.lang.String.toString
5,0,alice,-,eq_check,alice!,java.lang.String.toString
5,0,alice,-,generateNumber,X16,anbxj.Crypto_ByteArray
5,0,alice,-,generateNumber,X17,anbxj.Crypto_ByteArray
5,0,alice,-,AnBx_Params,X17;bob;X16,anbxj.AnBx_Params
5,0,alice,charlie,sent,@3abbfa04,javax.crypto.SealedObject
5,0,charlie,-,eq_check,charlie!,java.lang.String.toString
5,0,charlie,-,eq_check,charlie!,java.lang.String.toString
5,0,charlie,alice,received,@3abbfa04,javax.crypto.SealedObject
5,0,charlie,-,inv_check,@100fc185,javax.crypto.SealedObject.toString
5,1,charlie,bob,sent,@5dfcfece,javax.crypto.SealedObject
5,1,bob,charlie,received,@5dfcfece,javax.crypto.SealedObject
5,1,bob,-,inv_check,X13,anbxj.Crypto_ByteArray.toString
5,1,bob,-,inv_check,X12,anbxj.Crypto_ByteArray.toString
5,1,bob,-,eq_check,bob,java.lang.String.toString
5,2,bob,-,generateNumber,X18,anbxj.Crypto_ByteArray
5,2,bob,-,generateNumber,X19,anbxj.Crypto_ByteArray
5,2,bob,-,AnBx_Params,X19;alice;X18,anbxj.AnBx_Params
5,2,bob,charlie,sent,@6500df86,javax.crypto.SealedObject
5,2,charlie,bob,received,@6500df86,javax.crypto.SealedObject
5,2,charlie,-,inv_check,@643b1d11,javax.crypto.SealedObject.toString
5,3,charlie,alice,sent,@643b1d11,javax.crypto.SealedObject
5,3,alice,charlie,received,@643b1d11,javax.crypto.SealedObject
5,3,alice,-,inv_check,X19,anbxj.Crypto_ByteArray.toString
5,3,alice,-,inv_check,X18,anbxj.Crypto_ByteArray.toString
5,3,alice,-,eq_check,alice,java.lang.String.toString
6,0,alice,-,eq_check,alice!,java.lang.String.toString
6,0,alice,-,generateNumber,X20,anbxj.Crypto_ByteArray
6,0,alice,-,generateNumber,X21,anbxj.Crypto_ByteArray
6,0,alice,-,AnBx_Params,X21;bob;X20,anbxj.AnBx_Params
6,0,alice,charlie,sent,@42dafa95,javax.crypto.SealedObject
6,0,charlie,-,eq_check,charlie!,java.lang.String.toString
6,0,charlie,-,eq_check,charlie!,java.lang.String.toString
6,0,charlie,alice,received,@42dafa95,javax.crypto.SealedObject
6,0,charlie,-,inv_check,@6d00a15d,javax.crypto.SealedObject.toString
6,1,charlie,bob,sent,@5dfcfece,javax.crypto.SealedObject
6,1,bob,charlie,received,@5dfcfece,javax.crypto.SealedObject
6,1,bob,-,inv_check,X13,anbxj.Crypto_ByteArray.toString
6,1,bob,-,inv_check,X12,anbxj.Crypto_ByteArray.toString
6,1,bob,-,eq_check,bob,java.lang.String.toString
6,2,bob,-,generateNumber,X22,anbxj.Crypto_ByteArray
6,2,bob,-,generateNumber,X23,anbxj.Crypto_ByteArray
6,2,bob,-,AnBx_Params,X23;alice;X22,anbxj.AnBx_Params
6,2,bob,charlie,sent,@6fd02e5,javax.crypto.SealedObject
6,2,charlie,bob,received,@6fd02e5,javax.crypto.SealedObject
6,2,charlie,-,inv_check,@51efea79,javax.crypto.SealedObject.toString
6,3,charlie,alice,sent,@51efea79,javax.crypto.SealedObject
6,3,alice,charlie,received,@51efea79,javax.crypto.SealedObject
6,3,alice,-,inv_check,X23,anbxj.Crypto_ByteArray.toString
6,3,alice,-,inv_check,X22,anbxj.Crypto_ByteArray.toString
6,3,alice,-,eq_check,alice,java.lang.String.toString
7,0,alice,-,eq_check,alice!,java.lang.String.toString
7,0,alice,-,generateNumber,X24,anbxj.Crypto_ByteArray
7,0,alice,-,generateNumber,X25,anbxj.Crypto_ByteArray
7,0,alice,-,AnBx_Params,X25;bob;X24,anbxj.AnBx_Params
7,0,alice,charlie,sent,@6fd02e5,javax.crypto.SealedObject
7,0,charlie,-,eq_check,charlie!,java.lang.String.toString
7,0,charlie,-,eq_check,charlie!,java.lang.String.toString
7,0,charlie,alice,received,@6fd02e5,javax.crypto.SealedObject
7,0,charlie,-,inv_check,@51081592,javax.crypto.SealedObject.toString
7,1,charlie,bob,sent,@51081592,javax.crypto.SealedObject
7,1,bob,charlie,received,@51081592,javax.crypto.SealedObject
7,1,bob,-,inv_check,X25,anbxj.Crypto_ByteArray.toString
7,1,bob,-,inv_check,X24,anbxj.Crypto_ByteArray.toString
7,1,bob,-,eq_check,bob,java.lang.String.toString
7,2,bob,-,generateNumber,X26,anbxj.Crypto_ByteArray
7,2,bob,-,generateNumber,X27,anbxj.Crypto_ByteArray
7,2,bob,-,AnBx_Params,X27;alice;X26,anbxj.AnBx_Params
7,2,bob,charlie,sent,@6e06451e,javax.crypto.SealedObject
7,2,charlie,bob,received,@6e06451e,javax.crypto.SealedObject
7,2,charlie,-,inv_check,@62ee68d8,javax.crypto.SealedObject.toString
7,3,charlie,alice,sent,@62ee68d8,javax.crypto.SealedObject
7,3,alice,charlie,received,@62ee68d8,javax.crypto.SealedObject
7,3,alice,-,inv_check,X27,anbxj.Crypto_ByteArray.toString
7,3,alice,-,inv_check,X26,anbxj.Crypto_ByteArray.toString
7,3,alice,-,eq_check,alice,java.lang.String.toString
8,0,alice,-,eq_check,alice!,java.lang.String.toString
8,0,alice,-,generateNumber,X28,anbxj.Crypto_ByteArray
8,0,alice,-,generateNumber,X29,anbxj.Crypto_ByteArray
8,0,alice,-,AnBx_Params,X29;bob;X28,anbxj.AnBx_Params
8,0,alice,charlie,sent,@6e1567f1,javax.crypto.SealedObject
8,0,charlie,-,eq_check,charlie!,java.lang.String.toString
8,0,charlie,-,eq_check,charlie!,java.lang.String.toString
8,0,charlie,alice,received,@6e1567f1,javax.crypto.SealedObject
8,0,charlie,-,inv_check,@4520ebad,javax.crypto.SealedObject.toString
8,1,charlie,bob,sent,@4520ebad,javax.crypto.SealedObject
8,1,bob,charlie,received,@4520ebad,javax.crypto.SealedObject
8,1,bob,-,inv_check,X29,anbxj.Crypto_ByteArray.toString
8,1,bob,-,inv_check,X28,anbxj.Crypto_ByteArray.toString
8,1,bob,-,eq_check,bob,java.lang.String.toString
8,2,bob,-,generateNumber,X30,anbxj.Crypto_ByteArray
8,2,bob,-,generateNumber,X31,anbxj.Crypto_ByteArray
8,2,bob,-,AnBx_Params,X31;alice;X30,anbxj.AnBx_Params
8,2,bob,charlie,sent,@4b952a2d,javax.crypto.SealedObject
8,2,charlie,bob,received,@4b952a2d,javax.crypto.SealedObject
8,2,charlie,-,inv_check,@548a9f61,javax.crypto.SealedObject.toString
8,3,charlie,alice,sent,@548a9f61,javax.crypto.SealedObject
8,3,alice,charlie,received,@548a9f61,javax.crypto.SealedObject
8,3,alice,-,inv_check,X31,anbxj.Crypto_ByteArray.toString
8,3,alice,-,inv_check,X30,anbxj.Crypto_ByteArray.toString
8,3,alice,-,eq_check,alice,java.lang.String.toString
9,0,alice,-,eq_check,alice!,java.lang.String.toString
9,0,alice,-,generateNumber,X32,anbxj.Crypto_ByteArray
9,0,alice,-,generateNumber,X33,anbxj.Crypto_ByteArray
9,0,alice,-,AnBx_Params,X33;bob;X32,anbxj.AnBx_Params
9,0,alice,charlie,sent,@4b952a2d,javax.crypto.SealedObject
9,0,charlie,-,eq_check,charlie!,java.lang.String.toString
9,0,charlie,-,eq_check,charlie!,java.lang.String.toString
9,0,charlie,alice,received,@4b952a2d,javax.crypto.SealedObject
9,0,charlie,-,inv_check,@2a2d45ba,javax.crypto.SealedObject.toString
9,1,charlie,bob,sent,@2a2d45ba,javax.crypto.SealedObject
9,1,bob,charlie,received,@2a2d45ba,javax.crypto.SealedObject
9,1,bob,-,inv_check,X33,anbxj.Crypto_ByteArray.toString
9,1,bob,-,inv_check,X32,anbxj.Crypto_ByteArray.toString
9,1,bob,-,eq_check,bob,java.lang.String.toString
9,2,bob,-,generateNumber,X34,anbxj.Crypto_ByteArray
9,2,bob,-,generateNumber,X35,anbxj.Crypto_ByteArray
9,2,bob,-,AnBx_Params,X35;alice;X34,anbxj.AnBx_Params
9,2,bob,charlie,sent,@192b07fd,javax.crypto.SealedObject
9,2,charlie,bob,received,@192b07fd,javax.crypto.SealedObject
9,2,charlie,-,inv_check,@68be2bc2,javax.crypto.SealedObject.toString
9,3,charlie,alice,sent,@68be2bc2,javax.crypto.SealedObject
9,3,alice,charlie,received,@68be2bc2,javax.crypto.SealedObject
9,3,alice,-,inv_check,X35,anbxj.Crypto_ByteArray.toString
9,3,alice,-,inv_check,X34,anbxj.Crypto_ByteArray.toString
9,3,alice,-,eq_check,alice,java.lang.String.toString
10,0,alice,-,eq_check,alice!,java.lang.String.toString
10,0,alice,-,generateNumber,X36,anbxj.Crypto_ByteArray
10,0,alice,-,generateNumber,X37,anbxj.Crypto_ByteArray
10,0,alice,-,AnBx_Params,X37;bob;X36,anbxj.AnBx_Params
10,0,alice,charlie,sent,@192b07fd,javax.crypto.SealedObject
10,0,charlie,-,eq_check,charlie!,java.lang.String.toString
10,0,charlie,-,eq_check,charlie!,java.lang.String.toString
10,0,charlie,alice,received,@192b07fd,javax.crypto.SealedObject
10,0,charlie,-,inv_check,@51565ec2,javax.crypto.SealedObject.toString
10,1,charlie,bob,sent,@2a2d45ba,javax.crypto.SealedObject
10,1,bob,charlie,received,@2a2d45ba,javax.crypto.SealedObject
10,1,bob,-,inv_check,X33,anbxj.Crypto_ByteArray.toString
10,1,bob,-,inv_check,X32,anbxj.Crypto_ByteArray.toString
10,1,bob,-,eq_check,bob,java.lang.String.toString
10,2,bob,-,generateNumber,X38,anbxj.Crypto_ByteArray
10,2,bob,-,generateNumber,X39,anbxj.Crypto_ByteArray
10,2,bob,-,AnBx_Params,X39;alice;X38,anbxj.AnBx_Params
10,2,bob,charlie,sent,@1e127982,javax.crypto.SealedObject
10,2,charlie,bob,received,@1e127982,javax.crypto.SealedObject
10,2,charlie,-,inv_check,@482f8f11,javax.crypto.SealedObject.toString
10,3,charlie,alice,sent,@482f8f11,javax.crypto.SealedObject
10,3,alice,charlie,received,@482f8f11,javax.crypto.SealedObject
10,3,alice,-,inv_check,X39,anbxj.Crypto_ByteArray.toString
10,3,alice,-,inv_check,X38,anbxj.Crypto_ByteArray.toString
10,3,alice,-,eq_check,alice,java.lang.String.toString
